Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Hyundai,EON D,Coimbatore,2014,45407,Petrol,Second,21.1 kmpl,814 CC,3.39
Toyota,Innova 2.5,Hyderabad,2011,136490,Diesel,First,12.8 kmpl,2494 CC,9.8
Maruti,Ignis 1.3,Mumbai,2017,19000,Diesel,First,26.8 kmpl,1248 CC,5.91
Maruti,Ciaz Alpha,Mumbai,2017,19416,Petrol,First,21.56 kmpl,1462 CC,8.25
Maruti,Swift Dzire,Mumbai,2012,15500,Petrol,First,17.5 kmpl,1298 CC,3.75
Honda,City i,Hyderabad,2017,12538,Petrol,First,18.0 kmpl,1497 CC,12.5
Maruti,Swift VDI,Bangalore,2015,62588,Diesel,First,17.8 kmpl,1248 CC,5.95
Honda,Brio S,Delhi,2015,44328,Petrol,First,19.4 kmpl,1198 CC,3.8
Toyota,Etios Liva,Delhi,2014,63000,Diesel,First,23.59 kmpl,1364 CC,4.35
Volvo,XC60 D5,Hyderabad,2015,100000,Diesel,First,13.5 kmpl,2400 CC,32.5
Tata,Indigo CS,Kolkata,2015,103000,Petrol,First,15.64 kmpl,1193 CC,3.0
Toyota,Innova Crysta,Pune,2016,50296,Diesel,Second,11.36 kmpl,2755 CC,19.0
Volkswagen,Vento Diesel,Pune,2013,95500,Diesel,First,20.54 kmpl,1598 CC,5.0
Ford,Ecosport 1.5,Pune,2014,72100,Diesel,First,22.7 kmpl,1498 CC,5.45
Maruti,Wagon R,Mumbai,2010,19119,Petrol,First,18.9 kmpl,998 CC,2.7
Mercedes-Benz,S-Class 320,Mumbai,2006,30000,Petrol,First,13.0 kmpl,2987 CC,10.75
Volkswagen,Polo 1.5,Hyderabad,2015,75600,Diesel,First,20.14 kmpl,1498 CC,5.8
Tata,Indica GLS,Pune,2007,137000,Petrol,Second,15.3 kmpl,1193 CC,0.95
Maruti,800 Std,Jaipur,2002,53500,Petrol,Second,16.1 kmpl,796 CC,0.63
Jeep,Compass 2.0,Kochi,2018,26101,Diesel,First,17.1 kmpl,1956 CC,17.55
Maruti,Alto K10,Pune,2016,7000,Petrol,First,24.07 kmpl,998 CC,3.0
Skoda,Octavia Elegance,Bangalore,2013,50000,Diesel,First,19.3 kmpl,1968 CC,15.0
Maruti,Swift Dzire,Hyderabad,2016,30000,Diesel,First,26.59 kmpl,1248 CC,6.0
Maruti,Ciaz VDi,Mumbai,2016,38151,Diesel,First,28.09 kmpl,1248 CC,7.65
Mercedes-Benz,New C-Class,Jaipur,2009,116000,Diesel,Second,15.8 kmpl,2148 CC,8.5
Ford,Figo Diesel,Kolkata,2013,22000,Diesel,First,20.0 kmpl,1399 CC,2.25
Toyota,Corolla Altis,Delhi,2010,60000,Petrol,Second,14.53 kmpl,1798 CC,4.65
Maruti,SX4 S,Mumbai,2016,38000,Diesel,First,22.7 kmpl,1598 CC,7.85
Ford,Figo Petrol,Coimbatore,2011,51928,Petrol,First,15.6 kmpl,1196 CC,3.46
Honda,Jazz Exclusive,Mumbai,2018,3000,Petrol,First,19.0 kmpl,1199 CC,8.25
Maruti,Zen LXi,Pune,2006,67196,Petrol,First,17.3 kmpl,993 CC,1.25
Toyota,Fortuner 3.0,Bangalore,2012,100000,Diesel,Third,11.5 kmpl,2982 CC,16.0
Maruti,Ciaz ZDi,Jaipur,2015,65218,Diesel,First,26.21 kmpl,1248 CC,7.4
Renault,KWID RXT,Kochi,2016,53886,Petrol,First,25.17 kmpl,799 CC,3.07
Hyundai,i10 Magna,Coimbatore,2011,50058,Petrol,First,19.2 kmpl,1197 CC,3.84
Maruti,Celerio ZXI,Pune,2016,64000,Petrol,First,23.1 kmpl,998 CC,4.2
Hyundai,Creta 1.4,Kochi,2018,41641,Diesel,First,21.38 kmpl,1396 CC,10.82
Honda,Jazz 1.5,Hyderabad,2016,44345,Diesel,First,27.3 kmpl,1498 CC,6.1
Honda,City 1.5,Kolkata,2011,45501,Petrol,First,17.0 kmpl,1497 CC,3.1
Mitsubishi,Lancer 1.5,Chennai,2001,104000,Petrol,Third,13.7 kmpl,1468 CC,1.0
Nissan,Sunny XE,Coimbatore,2012,50297,Petrol,First,16.95 kmpl,1498 CC,4.69
Honda,Accord 2.4,Mumbai,2011,87000,Petrol,First,11.7 kmpl,2354 CC,5.4
Mahindra,XUV500 W8,Mumbai,2016,120000,Diesel,First,15.1 kmpl,2179 CC,12.0
Hyundai,i20 1.2,Mumbai,2018,17000,Petrol,First,18.6 kmpl,1197 CC,6.5
Nissan,Micra Diesel,Chennai,2014,100000,Diesel,First,23.08 kmpl,1461 CC,3.0
Maruti,Ciaz AT,Kochi,2015,50979,Petrol,First,19.12 kmpl,1373 CC,6.9
Volkswagen,Vento Diesel,Chennai,2011,41000,Diesel,First,20.54 kmpl,1598 CC,4.0
Hyundai,i20 Asta,Chennai,2011,24000,Petrol,First,17.0 kmpl,1197 CC,4.25
Toyota,Corolla Altis,Hyderabad,2008,44738,Petrol,First,14.53 kmpl,1798 CC,5.1
Honda,City i,Kolkata,2014,37298,Diesel,First,25.1 kmpl,1498 CC,4.9
Maruti,Swift VXI,Pune,2014,42000,Petrol,Second,20.4 kmpl,1197 CC,3.6
Mercedes-Benz,E-Class 2009-2013,Pune,2016,45000,Diesel,First,14.21 kmpl,2143 CC,34.0
Toyota,Innova 2.5,Mumbai,2015,102000,Diesel,First,12.99 kmpl,2494 CC,8.25
Maruti,Swift Lxi,Pune,2011,70000,Petrol,First,16.1 kmpl,1298 CC,1.3
Mercedes-Benz,New C-Class,Coimbatore,2018,27467,Diesel,First,19.27 kmpl,2143 CC,39.05
Hyundai,Grand i10,Kolkata,2015,15305,Petrol,First,18.9 kmpl,1197 CC,3.75
Maruti,Wagon R,Mumbai,2010,70000,Petrol,First,18.9 kmpl,998 CC,2.1
Ford,EcoSport 1.5,Hyderabad,2016,36778,Diesel,First,22.77 kmpl,1498 CC,8.8
Volkswagen,Polo 1.2,Coimbatore,2015,25845,Petrol,First,16.47 kmpl,1198 CC,5.84
Hyundai,Verna 1.6,Kochi,2018,33858,Petrol,First,17.01 kmpl,1591 CC,9.03
Renault,KWID AMT,Ahmedabad,2017,12000,Petrol,Second,24.04 kmpl,999 CC,3.25
Honda,Brio S,Coimbatore,2013,33709,Petrol,First,16.5 kmpl,1198 CC,4.9
Ford,Figo Aspire,Kochi,2018,32709,Petrol,First,18.16 kmpl,1196 CC,6.46
Toyota,Fortuner 3.0,Bangalore,2014,72000,Diesel,Second,11.5 kmpl,2982 CC,18.5
Tata,Indigo eCS,Ahmedabad,2013,31000,Diesel,First,25.0 kmpl,1396 CC,2.7
Ford,Figo 2015-2019,Chennai,2016,70000,Diesel,First,25.83 kmpl,1498 CC,4.6
Maruti,Swift Dzire,Jaipur,2014,61000,Diesel,First,23.4 kmpl,1248 CC,5.35
Nissan,Micra Diesel,Pune,2011,72000,Diesel,First,23.08 kmpl,1461 CC,2.3
Skoda,Octavia Style,Delhi,2016,49000,Diesel,First,19.3 kmpl,1968 CC,15.45
Volkswagen,Jetta 2013-2015,Hyderabad,2014,42939,Diesel,First,16.96 kmpl,1968 CC,12.49
Audi,Q7 35,Coimbatore,2016,32545,Diesel,First,12.07 kmpl,2967 CC,48.76
Hyundai,i20 1.2,Pune,2011,54000,Petrol,First,17.0 kmpl,1197 CC,3.2
BMW,3 Series,Delhi,2012,76000,Diesel,First,16.07 kmpl,1995 CC,8.75
Hyundai,i20 Active,Kolkata,2015,27000,Diesel,First,21.19 kmpl,1396 CC,5.99
Mahindra,Scorpio 2.6,Chennai,2005,120000,Diesel,Second,12.7 kmpl,2609 CC,2.9
Audi,A4 3.2,Hyderabad,2012,125000,Petrol,First,10.5 kmpl,3197 CC,18.0
Ford,Figo Diesel,Kolkata,2011,37000,Diesel,First,20.0 kmpl,1399 CC,1.8
Honda,Accord 2.4,Mumbai,2012,42000,Petrol,First,9.8 kmpl,2354 CC,6.25
Hyundai,i20 Sportz,Bangalore,2013,60000,Diesel,First,21.9 kmpl,1396 CC,5.45
Jaguar,XF 2.2,Mumbai,2018,3000,Diesel,First,16.36 kmpl,2179 CC,52.5
Hyundai,Verna 1.6,Mumbai,2013,44000,Petrol,First,17.1 kmpl,1591 CC,5.6
Honda,City i,Kolkata,2014,37000,Petrol,First,17.4 kmpl,1497 CC,6.45
Hyundai,i20 Asta,Mumbai,2012,50000,Petrol,First,18.5 kmpl,1197 CC,3.7
Honda,Brio S,Chennai,2013,58581,Petrol,First,19.4 kmpl,1198 CC,3.49
Hyundai,i20 Sportz,Kolkata,2013,25500,Diesel,First,21.9 kmpl,1396 CC,3.55
Maruti,Grand Vitara,Mumbai,2017,25000,Petrol,First,10.4 kmpl,2393 CC,9.0
Maruti,A-Star Vxi,Hyderabad,2011,53766,Petrol,First,19.0 kmpl,998 CC,2.7
Fiat,Punto 1.3,Pune,2011,45271,Diesel,First,20.3 kmpl,,2.6
Maruti,Alto LXi,Chennai,2006,68000,Petrol,First,19.7 kmpl,796 CC,1.5
Mahindra,XUV500 W10,Jaipur,2017,40000,Diesel,First,16.0 kmpl,2179 CC,15.9
Maruti,Swift RS,Hyderabad,2013,73212,Diesel,First,22.9 kmpl,1248 CC,5.2
BMW,X1 sDrive20d,Mumbai,2014,69000,Diesel,First,17.05 kmpl,1995 CC,16.25
Volkswagen,Passat 2.0,Mumbai,2007,61932,Diesel,Second,14.3 kmpl,1968 CC,3.31
BMW,X3 xDrive20d,Bangalore,2012,52000,Diesel,First,16.09 kmpl,1995 CC,24.0
Maruti,Ritz VXi,Kolkata,2011,150000,Petrol,First,18.5 kmpl,1197 CC,2.5
Hyundai,i20 Sportz,Jaipur,2013,70933,Diesel,Second,21.9 kmpl,1396 CC,3.9
Maruti,Swift VDI,Kolkata,2013,115195,Diesel,First,25.2 kmpl,1248 CC,3.85
Mercedes-Benz,New C-Class,Delhi,2011,62148,Petrol,First,11.7 kmpl,1796 CC,8.8
Toyota,Corolla Altis,Chennai,2009,32000,Petrol,Second,14.28 kmpl,1798 CC,4.95
Hyundai,Verna 1.6,Kolkata,2014,58000,Diesel,First,22.32 kmpl,1582 CC,5.75
Renault,Duster 110PS,Kochi,2014,68598,Diesel,First,19.01 kmpl,1461 CC,6.17
Maruti,Swift Ldi,Chennai,2010,84072,Diesel,First,17.8 kmpl,1248 CC,3.45
Maruti,Alto K10,Jaipur,2016,51264,Petrol,First,24.07 kmpl,998 CC,3.2
Hyundai,Creta 1.6,Coimbatore,2017,21363,Petrol,First,13.0 kmpl,1591 CC,13.49
Mercedes-Benz,CLA 200,Delhi,2016,40000,Petrol,First,15.04 kmpl,1991 CC,24.5
Honda,CR-V 2.4,Kolkata,2015,35000,Petrol,First,10.1 kmpl,2354 CC,14.7
Ford,Ecosport 1.5,Hyderabad,2014,55000,Diesel,First,22.7 kmpl,1498 CC,6.0
Mercedes-Benz,E-Class 2015-2017,Coimbatore,2016,43252,Diesel,First,13.0 kmpl,2143 CC,34.18
Hyundai,Grand i10,Delhi,2014,42000,Diesel,First,24.0 kmpl,1120 CC,3.5
Ford,Fiesta 1.4,Hyderabad,2006,69000,Petrol,First,16.6 kmpl,1388 CC,2.15
Hyundai,Creta 1.6,Kolkata,2018,14000,Diesel,First,17.6 kmpl,1582 CC,11.25
Maruti,A-Star Lxi,Delhi,2010,70000,Petrol,First,19.0 kmpl,998 CC,2.0
Maruti,Ritz LDi,Kochi,2015,35314,Diesel,First,23.2 kmpl,1248 CC,4.27
Honda,City i,Kochi,2017,38691,Petrol,First,17.8 kmpl,1497 CC,7.68
Toyota,Innova 2.5,Coimbatore,2017,72717,Diesel,First,12.99 kmpl,2494 CC,14.52
Mercedes-Benz,R-Class R350,Mumbai,2011,82000,Petrol,Second,11.8 kmpl,3498 CC,16.85
Skoda,Rapid 1.5,Mumbai,2015,44000,Diesel,First,21.14 kmpl,1498 CC,5.75
Ford,Ecosport 1.5,Mumbai,2017,27000,Petrol,First,15.8 kmpl,1499 CC,8.3
Maruti,Celerio VXI,Chennai,2014,18500,Petrol,First,23.1 kmpl,998 CC,3.95
Volkswagen,Vento Petrol,Mumbai,2014,45000,Petrol,First,15.04 kmpl,1598 CC,4.8
Volvo,XC60 D5,Ahmedabad,2011,173000,Diesel,First,13.5 kmpl,2400 CC,12.0
Toyota,Etios Cross,Ahmedabad,2017,42000,Diesel,First,23.59 kmpl,1364 CC,6.25
Tata,Indica Vista,Jaipur,2012,90000,Diesel,First,19.4 kmpl,1405 CC,2.5
Honda,City i,Pune,2014,82329,Petrol,First,18.0 kmpl,1497 CC,7.5
Honda,City 1.5,Delhi,2010,80302,Petrol,First,17.0 kmpl,1497 CC,3.5
Skoda,Octavia Rider,Hyderabad,2005,105000,Diesel,First,18.7 kmpl,1896 CC,1.99
Toyota,Corolla 1.8,Kolkata,2009,60000,Petrol,First,14.53 kmpl,1798 CC,2.25
Toyota,Etios G,Delhi,2014,70000,Petrol,First,16.78 kmpl,1496 CC,3.25
BMW,X1 sDrive20d,Bangalore,2016,45000,Diesel,First,17.05 kmpl,1995 CC,28.5
Honda,City ZX,Kolkata,2006,44000,Petrol,First,16.4 kmpl,1497 CC,1.5
Hyundai,i20 Sportz,Delhi,2017,25500,Diesel,First,22.54 kmpl,1396 CC,7.0
Mercedes-Benz,E-Class E350,Delhi,2014,68000,Diesel,First,13.0 kmpl,2987 CC,27.5
Hyundai,Creta 1.6,Ahmedabad,2015,61786,Diesel,First,19.67 kmpl,1582 CC,10.5
Audi,Q3 2012-2015,Jaipur,2014,65000,Diesel,Second,15.73 kmpl,1968 CC,21.5
Land,Rover Discovery,Delhi,2016,77000,Diesel,First,12.63 kmpl,2179 CC,35.0
Skoda,Rapid 1.5,Hyderabad,2015,34000,Diesel,First,21.66 kmpl,1498 CC,7.99
Maruti,Celerio VXI,Coimbatore,2015,59751,Petrol,First,23.1 kmpl,998 CC,4.88
Audi,RS5 Coupe,Mumbai,2013,23312,Petrol,First,11.05 kmpl,2894 CC,40.5
Maruti,Ciaz ZXi,Mumbai,2015,30000,Petrol,First,20.73 kmpl,1373 CC,6.55
Audi,Q5 2.0,Coimbatore,2015,60146,Diesel,First,14.16 kmpl,1968 CC,29.64
Ford,Figo Diesel,Coimbatore,2013,44731,Diesel,Second,20.0 kmpl,1399 CC,4.34
Ford,Ecosport 1.0,Kochi,2014,43316,Petrol,First,18.88 kmpl,999 CC,6.22
Honda,City 1.5,Delhi,2009,92000,Petrol,Second,17.0 kmpl,1497 CC,2.25
Jaguar,XF 2.2,Hyderabad,2015,50000,Diesel,First,16.36 kmpl,2179 CC,38.0
Maruti,Swift VXI,Mumbai,2008,69000,Petrol,Second,20.4 kmpl,1197 CC,2.15
BMW,5 Series,Coimbatore,2014,60280,Diesel,First,22.48 kmpl,1995 CC,22.45
Mercedes-Benz,B Class,Coimbatore,2017,48161,Diesel,First,15.0 kmpl,2143 CC,20.87
Honda,Brio S,Mumbai,2013,41000,Petrol,First,19.4 kmpl,1198 CC,3.1
Hyundai,i20 Sportz,Mumbai,2016,6000,Petrol,First,18.6 kmpl,1197 CC,5.95
Tata,Indica V2,Mumbai,2006,133000,Diesel,Second,16.8 kmpl,1405 CC,0.86
Toyota,Fortuner 3.0,Delhi,2010,76000,Diesel,First,11.5 kmpl,2982 CC,9.25
Hyundai,i10 Sportz,Mumbai,2011,15590,Petrol,First,19.81 kmpl,1086 CC,2.25
Hyundai,i20 1.2,Kochi,2016,69681,Petrol,First,17.0 kmpl,1197 CC,6.13
Maruti,Baleno LXI,Kochi,2006,70362,Petrol,Second,15.4 kmpl,1590 CC,1.81
Honda,Amaze S,Pune,2014,49112,Petrol,Second,15.5 kmpl,1198 CC,3.79
Land,Rover Range,Hyderabad,2017,25000,Diesel,First,13.33 kmpl,2993 CC,160.0
Toyota,Etios Liva,Mumbai,2011,74000,Diesel,First,23.59 kmpl,1364 CC,3.6
Hyundai,i10 Sportz,Pune,2013,15200,Petrol,Second,16.95 kmpl,1197 CC,3.85
Volkswagen,Polo Diesel,Hyderabad,2013,86300,Diesel,First,22.07 kmpl,1199 CC,4.5
Maruti,Baleno RS,Coimbatore,2018,26731,Petrol,First,21.1 kmpl,998 CC,8.61
Hyundai,i20 Sportz,Ahmedabad,2016,74000,Diesel,First,21.9 kmpl,1396 CC,6.5
Toyota,Corolla H4,Chennai,2005,83929,Petrol,First,11.3 kmpl,1794 CC,2.6
Toyota,Innova 2.5,Pune,2015,65000,Diesel,First,12.99 kmpl,2494 CC,15.0
Maruti,Celerio VXI,Pune,2017,20000,Petrol,First,23.1 kmpl,998 CC,4.7
Skoda,Octavia Elegance,Hyderabad,2015,122086,Diesel,First,19.3 kmpl,1968 CC,12.99
Honda,Mobilio S,Kochi,2018,35442,Petrol,First,17.3 kmpl,1497 CC,7.32
Hyundai,Verna 1.6,Delhi,2015,62542,Diesel,Second,23.9 kmpl,1582 CC,6.5
Honda,City 1.5,Coimbatore,2012,26671,Petrol,Second,17.0 kmpl,1497 CC,5.67
Ford,Classic 1.4,Chennai,2014,83500,Diesel,Second,19.68 kmpl,1399 CC,3.0
Maruti,Ciaz ZDi,Delhi,2015,46166,Diesel,Second,26.21 kmpl,1248 CC,5.5
Maruti,Wagon R,Pune,2015,25200,Petrol,First,18.9 kmpl,998 CC,3.35
Audi,A4 3.0,Coimbatore,2015,35463,Diesel,First,14.94 kmpl,2967 CC,25.02
Toyota,Camry Hybrid,Coimbatore,2017,23249,Petrol,First,19.16 kmpl,2487 CC,26.11
Hyundai,i20 Asta,Coimbatore,2016,40310,Petrol,First,18.6 kmpl,1197 CC,7.09
Maruti,SX4 Green,Delhi,2012,82069,CNG,First,21.4 km/kg,1586 CC,2.65
Hyundai,Grand i10,Delhi,2018,10000,Petrol,First,18.9 kmpl,1197 CC,6.5
Volkswagen,Polo Diesel,Chennai,2012,94000,Diesel,First,22.07 kmpl,1199 CC,4.5
BMW,X5 xDrive,Chennai,2016,45000,Diesel,First,15.97 kmpl,2993 CC,57.0
Volkswagen,Polo Petrol,Kochi,2012,52818,Petrol,First,16.47 kmpl,1198 CC,3.82
Renault,Duster 85PS,Jaipur,2013,61238,Diesel,First,20.45 kmpl,1461 CC,5.25
Skoda,Superb Style,Coimbatore,2016,54253,Petrol,First,14.67 kmpl,1798 CC,16.81
Audi,Q5 2.0,Delhi,2013,71000,Diesel,First,14.16 kmpl,1968 CC,21.5
Maruti,Baleno Delta,Hyderabad,2017,20000,Diesel,First,27.39 kmpl,1248 CC,8.5
Volkswagen,Polo Petrol,Delhi,2013,75000,Petrol,First,16.47 kmpl,1198 CC,3.25
Mitsubishi,Pajero Sport,Coimbatore,2019,11827,Diesel,First,13.5 kmpl,2477 CC,27.11
Maruti,Ciaz VXi,Mumbai,2015,51579,Petrol,First,20.73 kmpl,1373 CC,5.95
Renault,Duster 85PS,Kochi,2015,65178,Diesel,First,19.87 kmpl,1461 CC,6.79
Hyundai,EON D,Mumbai,2016,25350,Petrol,First,21.1 kmpl,814 CC,2.55
Honda,CR-V 2.4,Pune,2008,92000,Petrol,Second,10.8 kmpl,2354 CC,3.7
Hyundai,Verna 1.6,Bangalore,2014,45000,Petrol,Second,17.01 kmpl,1591 CC,6.75
Toyota,Corolla Altis,Kolkata,2015,46000,Petrol,First,14.28 kmpl,1798 CC,6.95
Maruti,SX4 ZXI,Kochi,2011,79940,Petrol,First,15.5 kmpl,1586 CC,2.78
Volkswagen,Polo Petrol,Coimbatore,2016,28851,Petrol,First,16.47 kmpl,1198 CC,6.18
Audi,Q5 30,Bangalore,2015,63000,Diesel,First,14.16 kmpl,1968 CC,36.0
Honda,City 1.5,Coimbatore,2012,77283,Petrol,First,17.0 kmpl,1497 CC,5.81
Maruti,Wagon R,Pune,2014,38958,Petrol,First,22.5 kmpl,998 CC,3.41
Mitsubishi,Pajero Sport,Bangalore,2018,8900,Diesel,First,13.5 kmpl,2477 CC,26.5
Skoda,Octavia Elegance,Hyderabad,2015,38000,Petrol,First,14.7 kmpl,1798 CC,16.0
Hyundai,Creta 1.6,Kochi,2017,44887,Diesel,First,19.67 kmpl,1582 CC,12.13
Maruti,Alto LXi,Hyderabad,2009,85000,Petrol,Second,19.7 kmpl,796 CC,1.8
Honda,City V,Pune,2013,100000,Petrol,First,16.8 kmpl,1497 CC,6.25
Datsun,redi-GO S,Chennai,2016,26239,Petrol,First,22.7 kmpl,799 CC,2.75
Skoda,Yeti Ambition,Pune,2011,97000,Diesel,First,17.67 kmpl,1968 CC,6.0
Mercedes-Benz,B Class,Delhi,2013,28000,Petrol,First,14.8 kmpl,1595 CC,11.56
Volkswagen,Polo GT,Mumbai,2014,20364,Petrol,Second,17.21 kmpl,1197 CC,5.2
Ford,EcoSport 1.5,Coimbatore,2014,64637,Diesel,First,22.77 kmpl,1498 CC,7.52
Hyundai,Creta 1.6,Coimbatore,2017,15731,Petrol,First,15.29 kmpl,1591 CC,12.49
Toyota,Fortuner 2.8,Coimbatore,2019,56251,Diesel,First,14.24 kmpl,2755 CC,35.82
Maruti,Swift Dzire,Chennai,2017,28000,Petrol,First,20.85 kmpl,1197 CC,6.25
Hyundai,i20 1.2,Coimbatore,2015,20045,Petrol,First,17.0 kmpl,1197 CC,6.22
Honda,BR-V i-VTEC,Bangalore,2016,34004,Petrol,First,15.4 kmpl,1497 CC,8.02
Maruti,Celerio ZXI,Mumbai,2014,21000,Petrol,First,23.1 kmpl,998 CC,3.75
Mercedes-Benz,E-Class 2009-2013,Mumbai,2009,68001,Petrol,Second,10.93 kmpl,3498 CC,11.75
Hyundai,i10 Magna,Kolkata,2012,31000,Petrol,First,20.36 kmpl,1197 CC,2.25
Toyota,Etios Liva,Mumbai,2013,8950,Petrol,First,17.71 kmpl,1197 CC,3.55
Mercedes-Benz,E-Class 2015-2017,Coimbatore,2017,43477,Diesel,First,15.0 kmpl,2143 CC,38.15
Hyundai,EON D,Ahmedabad,2015,20000,Petrol,First,21.1 kmpl,814 CC,2.66
Maruti,Wagon R,Mumbai,2014,47200,CNG,First,33.54 km/kg,998 CC,2.85
Honda,City 1.5,Bangalore,2011,60000,Petrol,First,17.0 kmpl,1497 CC,4.95
Mercedes-Benz,S-Class 280,Chennai,2003,111000,Petrol,First,13.0 kmpl,2987 CC,6.5
Tata,Indigo CS,Pune,2016,52000,Diesel,Second,25.0 kmpl,1396 CC,2.4
Hyundai,Creta 1.6,Pune,2016,26000,Petrol,First,15.29 kmpl,1591 CC,12.5
Maruti,Wagon R,Pune,2013,32425,Petrol,First,20.51 kmpl,998 CC,3.0
Maruti,Dzire VDI,Kochi,2017,54758,Diesel,First,28.4 kmpl,1248 CC,6.67
Ford,Ikon 1.3,Coimbatore,2008,59833,Petrol,Fourth & Above,13.8 kmpl,1299 CC,1.97
Volkswagen,Polo Petrol,Kolkata,2013,30000,Petrol,First,16.47 kmpl,1198 CC,2.8
Hyundai,i10 Magna,Jaipur,2011,40496,Petrol,First,20.36 kmpl,1197 CC,2.65
Chevrolet,Enjoy 1.3,Chennai,2014,45000,Diesel,First,18.2 kmpl,1248 CC,4.75
Land,Rover Range,Mumbai,2003,75000,Diesel,Second,0.0 kmpl,,16.11
Mercedes-Benz,E-Class 200,Bangalore,2011,34000,Petrol,Second,10.5 kmpl,1796 CC,19.0
Maruti,Swift Vdi,Bangalore,2012,62000,Diesel,First,17.8 kmpl,1248 CC,4.5
Mahindra,XUV500 W8,Hyderabad,2012,123600,Diesel,First,15.1 kmpl,2179 CC,8.25
Toyota,Etios Liva,Pune,2014,80102,Petrol,First,17.71 kmpl,1197 CC,3.5
Mahindra,XUV500 W8,Pune,2013,55000,Diesel,First,15.1 kmpl,2179 CC,8.5
Hyundai,Creta 1.6,Hyderabad,2015,48200,Petrol,First,15.29 kmpl,1591 CC,9.0
Honda,City i,Hyderabad,2014,90000,Diesel,First,26.0 kmpl,1498 CC,6.75
Maruti,Swift Dzire,Hyderabad,2014,123900,Diesel,First,19.3 kmpl,1248 CC,5.4
Maruti,Wagon R,Delhi,2015,13008,Petrol,First,20.51 kmpl,998 CC,3.5
Hyundai,EON Era,Hyderabad,2012,60500,Petrol,First,21.1 kmpl,814 CC,2.6
Toyota,Innova Crysta,Bangalore,2017,53841,Diesel,First,11.36 kmpl,2755 CC,20.5
Hyundai,Creta 1.6,Kochi,2017,47183,Petrol,Second,15.8 kmpl,1591 CC,11.31
Maruti,Wagon R,Kolkata,2018,10000,Petrol,First,20.51 kmpl,998 CC,4.5
Mercedes-Benz,GL-Class 350,Chennai,2015,45000,Diesel,First,11.3 kmpl,2987 CC,56.0
Maruti,Celerio VXI,Kochi,2017,3923,Petrol,First,23.1 kmpl,998 CC,5.2
Mahindra,Scorpio SLE,Delhi,2011,85000,Diesel,First,12.05 kmpl,2179 CC,5.25
Datsun,redi-GO T,Kochi,2018,6279,Petrol,First,22.7 kmpl,799 CC,3.6
Fiat,Grande Punto,Pune,2014,74500,Diesel,First,21.2 kmpl,1248 CC,3.3
Hyundai,Elantra CRDi,Kolkata,2013,42000,Diesel,First,22.7 kmpl,1582 CC,5.85
Maruti,Swift Dzire,Delhi,2014,56510,Petrol,First,19.1 kmpl,1197 CC,3.9
Audi,A4 2.0,Delhi,2009,88000,Diesel,First,16.55 kmpl,1968 CC,7.98
Honda,Brio VX,Mumbai,2014,36631,Petrol,First,16.5 kmpl,1198 CC,4.3
Maruti,Wagon R,Kolkata,2011,34000,Petrol,First,18.9 kmpl,998 CC,2.25
Hyundai,i10 Magna,Ahmedabad,2013,49000,Petrol,First,19.81 kmpl,1086 CC,3.2
Hyundai,Verna 1.6,Hyderabad,2012,65254,Diesel,First,22.32 kmpl,1582 CC,6.55
Hyundai,Verna 1.6,Bangalore,2014,95000,Diesel,Second,22.32 kmpl,1582 CC,6.9
Maruti,Ritz VDi,Chennai,2009,83000,Diesel,First,23.2 kmpl,1248 CC,2.95
Hyundai,Creta 1.6,Coimbatore,2017,101065,Diesel,First,20.5 kmpl,1582 CC,11.45
Maruti,Baleno Delta,Kochi,2017,15134,Petrol,First,21.4 kmpl,1197 CC,6.37
Hyundai,Verna 1.6,Jaipur,2011,72000,Diesel,First,22.32 kmpl,1582 CC,5.0
Tata,Indica Vista,Chennai,2012,120000,Diesel,Second,22.3 kmpl,1248 CC,2.6
Hyundai,i20 1.2,Kolkata,2010,45000,Petrol,First,18.5 kmpl,1197 CC,1.9
Porsche,Panamera Diesel,Kochi,2015,54996,Diesel,First,17.85 kmpl,2967 CC,60.95
Maruti,Eeco Smiles,Coimbatore,2017,22874,Petrol,First,15.1 kmpl,1196 CC,4.44
BMW,3 Series,Chennai,2012,58000,Diesel,Second,22.69 kmpl,1995 CC,15.3
Maruti,Ertiga VDI,Chennai,2016,86000,Diesel,Second,25.47 kmpl,1248 CC,8.2
Hyundai,Xcent 1.2,Ahmedabad,2014,69000,Petrol,First,16.9 kmpl,1197 CC,5.25
Volkswagen,Vento 1.2,Pune,2016,55001,Petrol,Second,16.93 kmpl,1197 CC,8.5
Audi,Q3 35,Chennai,2015,28000,Diesel,First,15.73 kmpl,1968 CC,23.75
Hyundai,i10 Magna,Delhi,2013,53213,Petrol,First,19.81 kmpl,1086 CC,2.74
Volkswagen,Jetta 2013-2015,Coimbatore,2016,44340,Diesel,First,16.96 kmpl,1968 CC,13.83
Maruti,Baleno RS,Mumbai,2017,16900,Petrol,First,21.1 kmpl,998 CC,6.99
Hyundai,i10 Era,Jaipur,2009,57000,Petrol,First,19.81 kmpl,1086 CC,2.25
Toyota,Innova 2.5,Hyderabad,2013,83165,Diesel,First,12.8 kmpl,2494 CC,11.49
Chevrolet,Beat LT,Coimbatore,2012,24735,Petrol,Second,18.6 kmpl,1199 CC,2.87
